Gene	Num_sgRNAs	RRA_Score_Neg	PValue_Neg	FDR_Neg	Rank_Neg	neg|goodsgrna	LFC_Neg	RRA_Score_Pos	PValue_Pos	FDR_Pos	Rank_Pos	pos|goodsgrna	LFC_Pos	FDR	Direction	logFC	RRA_Score	Significance
NonTargeting_72	1	0.28466	0.28464	0.999995	159	0	-0.059613	0.71534	0.71644	0.949555	665	0	-0.059613	0.949555	enriched	-0.059613	0.71534	not_significant
NonTargeting_144	1	0.28534	0.28554	0.999995	160	0	-0.048614	0.71466	0.71569	0.949555	664	0	-0.048614	0.949555	enriched	-0.048614	0.71466	not_significant
NonTargeting_322	1	0.28569	0.28589	0.999995	161	0	-0.059697	0.71431	0.71535	0.949555	663	0	-0.059697	0.949555	enriched	-0.059697	0.71431	not_significant
NonTargeting_37	1	0.28638	0.28668	0.999995	162	0	-0.05357	0.71362	0.71467	0.949555	662	0	-0.05357	0.949555	enriched	-0.05357	0.71362	not_significant
NonTargeting_182	1	0.28776	0.288	0.999995	163	0	-0.055669	0.71224	0.71305	0.949555	661	0	-0.055669	0.949555	enriched	-0.055669	0.71224	not_significant
NonTargeting_137	1	0.28845	0.2888	0.999995	164	0	-0.052436	0.71155	0.71241	0.949555	660	0	-0.052436	0.949555	enriched	-0.052436	0.71155	not_significant
NonTargeting_470	1	0.29086	0.29115	0.999995	165	0	-0.056033	0.70914	0.70985	0.949555	656	0	-0.056033	0.949555	enriched	-0.056033	0.70914	not_significant
NonTargeting_245	1	0.29224	0.29253	0.999995	166	0	-0.056211	0.70776	0.70834	0.949555	655	0	-0.056211	0.949555	enriched	-0.056211	0.70776	not_significant
NonTargeting_430	1	0.29328	0.29367	0.999995	167	0	-0.05802	0.70672	0.70743	0.949555	654	0	-0.05802	0.949555	enriched	-0.05802	0.70672	not_significant
NonTargeting_413	1	0.29569	0.29651	0.999995	168	0	-0.052316	0.70431	0.70531	0.949555	651	0	-0.052316	0.949555	enriched	-0.052316	0.70431	not_significant
NonTargeting_58	1	0.29672	0.29749	0.999995	169	0	-0.050163	0.70328	0.70413	0.949555	649	0	-0.050163	0.949555	enriched	-0.050163	0.70328	not_significant
NonTargeting_480	1	0.29776	0.29852	0.999995	170	0	-0.058363	0.70224	0.70311	0.949555	648	0	-0.058363	0.949555	enriched	-0.058363	0.70224	not_significant
NonTargeting_98	1	0.29879	0.29942	0.999995	171	0	-0.047456	0.70121	0.70203	0.949555	647	0	-0.047456	0.949555	enriched	-0.047456	0.70121	not_significant
NonTargeting_126	1	0.29948	0.30001	0.999995	172	0	-0.048317	0.70052	0.70147	0.949555	646	0	-0.048317	0.949555	enriched	-0.048317	0.70052	not_significant
NonTargeting_76	1	0.3019	0.30239	0.999995	173	0	-0.050086	0.6981	0.69898	0.949555	644	0	-0.050086	0.949555	enriched	-0.050086	0.6981	not_significant
NonTargeting_169	1	0.30259	0.30303	0.999995	174	0	-0.048968	0.69741	0.69828	0.949555	642	0	-0.048968	0.949555	enriched	-0.048968	0.69741	not_significant
NonTargeting_440	1	0.305	0.30534	0.999995	175	0	-0.046836	0.695	0.69583	0.949555	640	0	-0.046836	0.949555	enriched	-0.046836	0.695	not_significant
NonTargeting_147	1	0.30603	0.30634	0.999995	176	0	-0.048976	0.69397	0.69477	0.949555	639	0	-0.048976	0.949555	enriched	-0.048976	0.69397	not_significant
NonTargeting_348	1	0.30879	0.3089	0.999995	177	0	-0.045136	0.69121	0.69241	0.949555	638	0	-0.045136	0.949555	enriched	-0.045136	0.69121	not_significant
NonTargeting_273	1	0.3119	0.31218	0.999995	178	0	-0.046962	0.6881	0.68917	0.949555	635	0	-0.046962	0.949555	enriched	-0.046962	0.6881	not_significant
NonTargeting_69	1	0.31224	0.31254	0.999995	179	0	-0.0455	0.68776	0.68894	0.949555	634	0	-0.0455	0.949555	enriched	-0.0455	0.68776	not_significant
NonTargeting_349	1	0.31362	0.31392	0.999995	180	0	-0.044993	0.68638	0.68771	0.949555	633	0	-0.044993	0.949555	enriched	-0.044993	0.68638	not_significant
NonTargeting_43	1	0.31397	0.31418	0.999995	181	0	-0.043135	0.68603	0.68741	0.949555	632	0	-0.043135	0.949555	enriched	-0.043135	0.68603	not_significant
NonTargeting_252	1	0.31707	0.31716	0.999995	182	0	-0.042045	0.68293	0.68426	0.949555	629	0	-0.042045	0.949555	enriched	-0.042045	0.68293	not_significant
NonTargeting_265	1	0.31845	0.31862	0.999995	183	0	-0.047172	0.68155	0.68294	0.949555	628	0	-0.047172	0.949555	enriched	-0.047172	0.68155	not_significant
NonTargeting_97	1	0.31983	0.32016	0.999995	184	0	-0.04387	0.68017	0.6817	0.949555	627	0	-0.04387	0.949555	enriched	-0.04387	0.68017	not_significant
NonTargeting_251	1	0.32086	0.3212	0.999995	185	0	-0.038807	0.67914	0.68056	0.949555	625	0	-0.038807	0.949555	enriched	-0.038807	0.67914	not_significant
NonTargeting_260	1	0.32121	0.32151	0.999995	186	0	-0.045587	0.67879	0.68023	0.949555	624	0	-0.045587	0.949555	enriched	-0.045587	0.67879	not_significant
NonTargeting_91	1	0.32224	0.32235	0.999995	187	0	-0.043663	0.67776	0.67935	0.949555	623	0	-0.043663	0.949555	enriched	-0.043663	0.67776	not_significant
NonTargeting_300	1	0.32328	0.32346	0.999995	188	0	-0.041483	0.67672	0.67827	0.949555	622	0	-0.041483	0.949555	enriched	-0.041483	0.67672	not_significant
NonTargeting_236	1	0.32397	0.3242	0.999995	189	0	-0.041371	0.67603	0.67761	0.949555	620	0	-0.041371	0.949555	enriched	-0.041371	0.67603	not_significant
NonTargeting_497	1	0.325	0.32518	0.999995	190	0	-0.037889	0.675	0.67683	0.949555	619	0	-0.037889	0.949555	enriched	-0.037889	0.675	not_significant
NonTargeting_119	1	0.32638	0.32649	0.999995	191	0	-0.043325	0.67362	0.6755	0.949555	618	0	-0.043325	0.949555	enriched	-0.043325	0.67362	not_significant
NonTargeting_278	1	0.32707	0.32706	0.999995	192	0	-0.040781	0.67293	0.67488	0.949555	616	0	-0.040781	0.949555	enriched	-0.040781	0.67293	not_significant
NonTargeting_117	1	0.32776	0.32788	0.999995	193	0	-0.047442	0.67224	0.67428	0.949555	615	0	-0.047442	0.949555	enriched	-0.047442	0.67224	not_significant
NonTargeting_231	1	0.33155	0.33165	0.999995	194	0	-0.038868	0.66845	0.67057	0.949555	613	0	-0.038868	0.949555	enriched	-0.038868	0.66845	not_significant
NonTargeting_185	1	0.33224	0.33236	0.999995	195	0	-0.041107	0.66776	0.66994	0.949555	612	0	-0.041107	0.949555	enriched	-0.041107	0.66776	not_significant
NonTargeting_424	1	0.33293	0.33308	0.999995	196	0	-0.039598	0.66707	0.66925	0.949555	611	0	-0.039598	0.949555	enriched	-0.039598	0.66707	not_significant
NonTargeting_180	1	0.33328	0.3334	0.999995	197	0	-0.03829	0.66672	0.66881	0.949555	610	0	-0.03829	0.949555	enriched	-0.03829	0.66672	not_significant
NonTargeting_141	1	0.33397	0.33413	0.999995	198	0	-0.042436	0.66603	0.66812	0.949555	608	0	-0.042436	0.949555	enriched	-0.042436	0.66603	not_significant
NonTargeting_409	1	0.33603	0.33632	0.999995	199	0	-0.039781	0.66397	0.66621	0.949555	607	0	-0.039781	0.949555	enriched	-0.039781	0.66397	not_significant
NonTargeting_111	1	0.3381	0.3385	0.999995	200	0	-0.036393	0.6619	0.66426	0.949555	605	0	-0.036393	0.949555	enriched	-0.036393	0.6619	not_significant
NonTargeting_4	1	0.33845	0.33881	0.999995	201	0	-0.034245	0.66155	0.66389	0.949555	604	0	-0.034245	0.949555	enriched	-0.034245	0.66155	not_significant
NonTargeting_186	1	0.34052	0.34094	0.999995	202	0	-0.040516	0.65948	0.66179	0.949555	601	0	-0.040516	0.949555	enriched	-0.040516	0.65948	not_significant
NonTargeting_125	1	0.34121	0.34171	0.999995	203	0	-0.036284	0.65879	0.66126	0.949555	599	0	-0.036284	0.949555	enriched	-0.036284	0.65879	not_significant
NonTargeting_89	1	0.3419	0.34235	0.999995	204	0	-0.041263	0.6581	0.66071	0.949555	598	0	-0.041263	0.949555	enriched	-0.041263	0.6581	not_significant
NonTargeting_447	1	0.34328	0.34411	0.999995	205	0	-0.03912	0.65672	0.65948	0.949555	595	0	-0.03912	0.949555	enriched	-0.03912	0.65672	not_significant
NonTargeting_387	1	0.34603	0.34671	0.999995	206	0	-0.039108	0.65397	0.65667	0.949555	593	0	-0.039108	0.949555	enriched	-0.039108	0.65397	not_significant
NonTargeting_410	1	0.34983	0.35033	0.999995	207	0	-0.035147	0.65017	0.65299	0.949555	591	0	-0.035147	0.949555	enriched	-0.035147	0.65017	not_significant
NonTargeting_350	1	0.35603	0.35652	0.999995	208	0	-0.029784	0.64397	0.64643	0.949555	588	0	-0.029784	0.949555	enriched	-0.029784	0.64397	not_significant
NonTargeting_307	1	0.35879	0.35909	0.999995	209	0	-0.031102	0.64121	0.64362	0.949555	587	0	-0.031102	0.949555	enriched	-0.031102	0.64121	not_significant
NonTargeting_96	1	0.35914	0.35942	0.999995	210	0	-0.03167	0.64086	0.64325	0.949555	586	0	-0.03167	0.949555	enriched	-0.03167	0.64086	not_significant
NonTargeting_30	1	0.36121	0.36134	0.999995	211	0	-0.029557	0.63879	0.64129	0.949555	585	0	-0.029557	0.949555	enriched	-0.029557	0.63879	not_significant
NonTargeting_121	1	0.36224	0.36236	0.999995	212	0	-0.025194	0.63776	0.64018	0.949555	584	0	-0.025194	0.949555	enriched	-0.025194	0.63776	not_significant
NonTargeting_179	1	0.36328	0.36355	0.999995	213	0	-0.026546	0.63672	0.63904	0.949555	583	0	-0.026546	0.949555	enriched	-0.026546	0.63672	not_significant
NonTargeting_110	1	0.36397	0.36418	0.999995	214	0	-0.028354	0.63603	0.63843	0.949555	582	0	-0.028354	0.949555	enriched	-0.028354	0.63603	not_significant
NonTargeting_407	1	0.36431	0.36452	0.999995	215	0	-0.030182	0.63569	0.63811	0.949555	581	0	-0.030182	0.949555	enriched	-0.030182	0.63569	not_significant
NonTargeting_176	1	0.36466	0.36484	0.999995	216	0	-0.026443	0.63534	0.63777	0.949555	580	0	-0.026443	0.949555	enriched	-0.026443	0.63534	not_significant
NonTargeting_451	1	0.365	0.36522	0.999995	217	0	-0.027353	0.635	0.6375	0.949555	579	0	-0.027353	0.949555	enriched	-0.027353	0.635	not_significant
NonTargeting_59	1	0.36534	0.36557	0.999995	218	0	-0.028013	0.63466	0.6371	0.949555	578	0	-0.028013	0.949555	enriched	-0.028013	0.63466	not_significant
NonTargeting_213	1	0.36569	0.36596	0.999995	219	0	-0.028552	0.63431	0.63668	0.949555	577	0	-0.028552	0.949555	enriched	-0.028552	0.63431	not_significant
NonTargeting_188	1	0.36603	0.36623	0.999995	220	0	-0.02948	0.63397	0.63633	0.949555	576	0	-0.02948	0.949555	enriched	-0.02948	0.63397	not_significant
NonTargeting_374	1	0.37121	0.37137	0.999995	221	0	-0.027041	0.62879	0.63097	0.949555	573	0	-0.027041	0.949555	enriched	-0.027041	0.62879	not_significant
NonTargeting_164	1	0.37224	0.37248	0.999995	222	0	-0.027245	0.62776	0.62993	0.949555	571	0	-0.027245	0.949555	enriched	-0.027245	0.62776	not_significant
NonTargeting_415	1	0.37397	0.37428	0.999995	223	0	-0.024935	0.62603	0.62802	0.949555	570	0	-0.024935	0.949555	enriched	-0.024935	0.62603	not_significant
NonTargeting_48	1	0.37845	0.379	0.999995	224	0	-0.025714	0.62155	0.6234	0.949555	569	0	-0.025714	0.949555	enriched	-0.025714	0.62155	not_significant
NonTargeting_261	1	0.3819	0.38241	0.999995	225	0	-0.024038	0.6181	0.61982	0.949555	566	0	-0.024038	0.949555	enriched	-0.024038	0.6181	not_significant
NonTargeting_93	1	0.38569	0.3863	0.999995	226	0	-0.019755	0.61431	0.61596	0.949555	564	0	-0.019755	0.949555	enriched	-0.019755	0.61431	not_significant
NonTargeting_459	1	0.38707	0.38761	0.999995	227	0	-0.02086	0.61293	0.61454	0.949555	563	0	-0.02086	0.949555	enriched	-0.02086	0.61293	not_significant
NonTargeting_140	1	0.38914	0.38973	0.999995	228	0	-0.021003	0.61086	0.61241	0.949555	560	0	-0.021003	0.949555	enriched	-0.021003	0.61086	not_significant
NonTargeting_329	1	0.39224	0.39273	0.999995	229	0	-0.019483	0.60776	0.60938	0.949555	558	0	-0.019483	0.949555	enriched	-0.019483	0.60776	not_significant
NonTargeting_316	1	0.39293	0.39332	0.999995	230	0	-0.017991	0.60707	0.60862	0.949555	556	0	-0.017991	0.949555	enriched	-0.017991	0.60707	not_significant
NonTargeting_66	1	0.39397	0.39432	0.999995	231	0	-0.019697	0.60603	0.60764	0.949555	554	0	-0.019697	0.949555	enriched	-0.019697	0.60603	not_significant
NonTargeting_477	1	0.39431	0.39465	0.999995	232	0	-0.018893	0.60569	0.60731	0.949555	553	0	-0.018893	0.949555	enriched	-0.018893	0.60569	not_significant
NonTargeting_70	1	0.39534	0.39577	0.999995	233	0	-0.017012	0.60466	0.60639	0.949555	552	0	-0.017012	0.949555	enriched	-0.017012	0.60466	not_significant
NonTargeting_258	1	0.39569	0.39612	0.999995	234	0	-0.017813	0.60431	0.60595	0.949555	551	0	-0.017813	0.949555	enriched	-0.017813	0.60431	not_significant
NonTargeting_146	1	0.39638	0.39671	0.999995	235	0	-0.019535	0.60362	0.60527	0.949555	549	0	-0.019535	0.949555	enriched	-0.019535	0.60362	not_significant
NonTargeting_27	1	0.39845	0.39894	0.999995	236	0	-0.018017	0.60155	0.60302	0.949555	548	0	-0.018017	0.949555	enriched	-0.018017	0.60155	not_significant
NonTargeting_391	1	0.39879	0.39917	0.999995	237	0	-0.018203	0.60121	0.60269	0.949555	547	0	-0.018203	0.949555	enriched	-0.018203	0.60121	not_significant
NonTargeting_366	1	0.40155	0.40179	0.999995	238	0	-0.017561	0.59845	0.59978	0.949555	546	0	-0.017561	0.949555	enriched	-0.017561	0.59845	not_significant
NonTargeting_178	1	0.40224	0.40253	0.999995	239	0	-0.016768	0.59776	0.59911	0.949555	545	0	-0.016768	0.949555	enriched	-0.016768	0.59776	not_significant
NonTargeting_388	1	0.40259	0.40271	0.999995	240	0	-0.017489	0.59741	0.59872	0.949555	544	0	-0.017489	0.949555	enriched	-0.017489	0.59741	not_significant
NonTargeting_127	1	0.40672	0.40668	0.999995	241	0	-0.015655	0.59328	0.59424	0.949555	540	0	-0.015655	0.949555	enriched	-0.015655	0.59328	not_significant
NonTargeting_302	1	0.40879	0.40887	0.999995	242	0	-0.013975	0.59121	0.59218	0.949555	537	0	-0.013975	0.949555	enriched	-0.013975	0.59121	not_significant
NonTargeting_393	1	0.40948	0.40969	0.999995	243	0	-0.016461	0.59052	0.59145	0.949555	536	0	-0.016461	0.949555	enriched	-0.016461	0.59052	not_significant
NonTargeting_461	1	0.41017	0.41051	0.999995	244	0	-0.015079	0.58983	0.59088	0.949555	534	0	-0.015079	0.949555	enriched	-0.015079	0.58983	not_significant
NonTargeting_466	1	0.41052	0.41091	0.999995	245	0	-0.016053	0.58948	0.59037	0.949555	533	0	-0.016053	0.949555	enriched	-0.016053	0.58948	not_significant
NonTargeting_478	1	0.41121	0.41147	0.999995	246	0	-0.014898	0.58879	0.58969	0.949555	531	0	-0.014898	0.949555	enriched	-0.014898	0.58879	not_significant
NonTargeting_290	1	0.41362	0.41391	0.999995	247	0	-0.015979	0.58638	0.58741	0.949555	530	0	-0.015979	0.949555	enriched	-0.015979	0.58638	not_significant
NonTargeting_26	1	0.41397	0.41421	0.999995	248	0	-0.014427	0.58603	0.58706	0.949555	529	0	-0.014427	0.949555	enriched	-0.014427	0.58603	not_significant
NonTargeting_162	1	0.41431	0.41455	0.999995	249	0	-0.015765	0.58569	0.58672	0.949555	528	0	-0.015765	0.949555	enriched	-0.015765	0.58569	not_significant
NonTargeting_428	1	0.41466	0.41489	0.999995	250	0	-0.014075	0.58534	0.5864	0.949555	527	0	-0.014075	0.949555	enriched	-0.014075	0.58534	not_significant
NonTargeting_272	1	0.415	0.41521	0.999995	251	0	-0.014718	0.585	0.58604	0.949555	525	0	-0.014718	0.949555	enriched	-0.014718	0.585	not_significant
NonTargeting_250	1	0.41569	0.41594	0.999995	252	0	-0.015641	0.58431	0.58523	0.949555	524	0	-0.015641	0.949555	enriched	-0.015641	0.58431	not_significant
NonTargeting_452	1	0.41672	0.4168	0.999995	253	0	-0.015582	0.58328	0.58439	0.949555	522	0	-0.015582	0.949555	enriched	-0.015582	0.58328	not_significant
NonTargeting_286	1	0.41741	0.41761	0.999995	254	0	-0.013918	0.58259	0.58362	0.949555	521	0	-0.013918	0.949555	enriched	-0.013918	0.58259	not_significant
NonTargeting_401	1	0.4181	0.4183	0.999995	255	0	-0.011955	0.5819	0.58286	0.949555	520	0	-0.011955	0.949555	enriched	-0.011955	0.5819	not_significant
NonTargeting_499	1	0.41948	0.41988	0.999995	256	0	-0.013464	0.58052	0.58147	0.949555	519	0	-0.013464	0.949555	enriched	-0.013464	0.58052	not_significant
NonTargeting_161	1	0.42017	0.42049	0.999995	257	0	-0.01303	0.57983	0.58086	0.949555	518	0	-0.01303	0.949555	enriched	-0.01303	0.57983	not_significant
NonTargeting_105	1	0.42293	0.42314	0.999995	258	0	-0.013089	0.57707	0.57761	0.949555	516	0	-0.013089	0.949555	enriched	-0.013089	0.57707	not_significant
NonTargeting_352	1	0.425	0.4252	0.999995	259	0	-0.012615	0.575	0.57561	0.949555	515	0	-0.012615	0.949555	enriched	-0.012615	0.575	not_significant
NonTargeting_280	1	0.42603	0.42617	0.999995	260	0	-0.011333	0.57397	0.57465	0.949555	514	0	-0.011333	0.949555	enriched	-0.011333	0.57397	not_significant
NonTargeting_82	1	0.42845	0.42845	0.999995	261	0	-0.010233	0.57155	0.57223	0.949555	512	0	-0.010233	0.949555	enriched	-0.010233	0.57155	not_significant
NonTargeting_223	1	0.42879	0.42876	0.999995	262	0	-0.01041	0.57121	0.57189	0.949555	511	0	-0.01041	0.949555	enriched	-0.01041	0.57121	not_significant
NonTargeting_44	1	0.43155	0.43149	0.999995	263	0	-0.011116	0.56845	0.56939	0.949555	509	0	-0.011116	0.949555	enriched	-0.011116	0.56845	not_significant
NonTargeting_336	1	0.43362	0.43365	0.999995	264	0	-0.010656	0.56638	0.56732	0.949555	506	0	-0.010656	0.949555	enriched	-0.010656	0.56638	not_significant
NonTargeting_56	1	0.43397	0.43402	0.999995	265	0	-0.010572	0.56603	0.5669	0.949555	505	0	-0.010572	0.949555	enriched	-0.010572	0.56603	not_significant
NonTargeting_345	1	0.43431	0.4344	0.999995	266	0	-0.010398	0.56569	0.56659	0.949555	503	0	-0.010398	0.949555	enriched	-0.010398	0.56569	not_significant
NonTargeting_230	1	0.43534	0.43553	0.999995	267	0	-0.0099475	0.56466	0.56561	0.949555	501	0	-0.0099475	0.949555	enriched	-0.0099475	0.56466	not_significant
NonTargeting_380	1	0.43741	0.4377	0.999995	268	0	-0.0089671	0.56259	0.5635	0.949555	500	0	-0.0089671	0.949555	enriched	-0.0089671	0.56259	not_significant
NonTargeting_381	1	0.43776	0.43808	0.999995	269	0	-0.0096914	0.56224	0.56317	0.949555	499	0	-0.0096914	0.949555	enriched	-0.0096914	0.56224	not_significant
NonTargeting_90	1	0.43845	0.43863	0.999995	270	0	-0.0091586	0.56155	0.56241	0.949555	498	0	-0.0091586	0.949555	enriched	-0.0091586	0.56155	not_significant
NonTargeting_94	1	0.44017	0.44025	0.999995	271	0	-0.0090534	0.55983	0.5606	0.949555	496	0	-0.0090534	0.949555	enriched	-0.0090534	0.55983	not_significant
NonTargeting_248	1	0.44224	0.44229	0.999995	272	0	-0.0079457	0.55776	0.55832	0.949555	494	0	-0.0079457	0.949555	enriched	-0.0079457	0.55776	not_significant
NonTargeting_488	1	0.44259	0.44275	0.999995	273	0	-0.008149	0.55741	0.55801	0.949555	492	0	-0.008149	0.949555	enriched	-0.008149	0.55741	not_significant
NonTargeting_71	1	0.44328	0.44343	0.999995	274	0	-0.0065889	0.55672	0.55723	0.949555	491	0	-0.0065889	0.949555	enriched	-0.0065889	0.55672	not_significant
NonTargeting_150	1	0.44534	0.44535	0.999995	275	0	-0.0078972	0.55466	0.55514	0.949555	489	0	-0.0078972	0.949555	enriched	-0.0078972	0.55466	not_significant
NonTargeting_427	1	0.44603	0.446	0.999995	276	0	-0.0068681	0.55397	0.55446	0.949555	488	0	-0.0068681	0.949555	enriched	-0.0068681	0.55397	not_significant
NonTargeting_471	1	0.44983	0.44983	0.999995	277	0	-0.005929	0.55017	0.55034	0.949555	485	0	-0.005929	0.949555	enriched	-0.005929	0.55017	not_significant
NonTargeting_297	1	0.45052	0.45045	0.999995	278	0	-0.0064428	0.54948	0.54963	0.949555	484	0	-0.0064428	0.949555	enriched	-0.0064428	0.54948	not_significant
NonTargeting_378	1	0.45672	0.45684	0.999995	279	0	-0.0043751	0.54328	0.54324	0.949555	479	0	-0.0043751	0.949555	enriched	-0.0043751	0.54328	not_significant
NonTargeting_211	1	0.45776	0.45775	0.999995	280	0	-0.0044972	0.54224	0.54221	0.949555	478	0	-0.0044972	0.949555	enriched	-0.0044972	0.54224	not_significant
NonTargeting_158	1	0.4581	0.45797	0.999995	281	0	-0.0039817	0.5419	0.54187	0.949555	477	0	-0.0039817	0.949555	enriched	-0.0039817	0.5419	not_significant
NonTargeting_449	1	0.45845	0.45834	0.999995	282	0	-0.0041889	0.54155	0.54149	0.949555	476	0	-0.0041889	0.949555	enriched	-0.0041889	0.54155	not_significant
NonTargeting_22	1	0.45948	0.45942	0.999995	283	0	-0.0040675	0.54052	0.54049	0.949555	475	0	-0.0040675	0.949555	enriched	-0.0040675	0.54052	not_significant
NonTargeting_40	1	0.45983	0.4598	0.999995	284	0	-0.0035971	0.54017	0.54012	0.949555	473	0	-0.0035971	0.949555	enriched	-0.0035971	0.54017	not_significant
NonTargeting_21	1	0.46052	0.4605	0.999995	285	0	-0.0035716	0.53948	0.53924	0.949555	472	0	-0.0035716	0.949555	enriched	-0.0035716	0.53948	not_significant
NonTargeting_246	1	0.46155	0.46135	0.999995	286	0	-0.0037746	0.53845	0.53822	0.949555	471	0	-0.0037746	0.949555	enriched	-0.0037746	0.53845	not_significant
NonTargeting_458	1	0.46259	0.46253	0.999995	287	0	-0.0032523	0.53741	0.53711	0.949555	469	0	-0.0032523	0.949555	enriched	-0.0032523	0.53741	not_significant
NonTargeting_192	1	0.46328	0.46322	0.999995	288	0	-0.0034439	0.53672	0.53646	0.949555	467	0	-0.0034439	0.949555	enriched	-0.0034439	0.53672	not_significant
NonTargeting_212	1	0.465	0.46493	0.999995	289	0	-0.0032411	0.535	0.53474	0.949555	465	0	-0.0032411	0.949555	enriched	-0.0032411	0.535	not_significant
NonTargeting_197	1	0.46638	0.46604	0.999995	290	0	-0.0030911	0.53362	0.53331	0.949555	463	0	-0.0030911	0.949555	enriched	-0.0030911	0.53362	not_significant
NonTargeting_425	1	0.4681	0.46774	0.999995	291	0	-0.0023491	0.5319	0.53188	0.949555	462	0	-0.0023491	0.949555	enriched	-0.0023491	0.5319	not_significant
NonTargeting_431	1	0.46845	0.46812	0.999995	292	0	-0.0025411	0.53155	0.53151	0.949555	461	0	-0.0025411	0.949555	enriched	-0.0025411	0.53155	not_significant
NonTargeting_469	1	0.47155	0.47127	0.999995	293	0	-0.0017071	0.52845	0.5282	0.949555	459	0	-0.0017071	0.949555	enriched	-0.0017071	0.52845	not_significant
NonTargeting_370	1	0.47259	0.47231	0.999995	294	0	-0.0013789	0.52741	0.52733	0.949555	458	0	-0.0013789	0.949555	enriched	-0.0013789	0.52741	not_significant
NonTargeting_3	1	0.47397	0.47371	0.999995	295	0	-0.001205	0.52603	0.52614	0.949555	455	0	-0.001205	0.949555	enriched	-0.001205	0.52603	not_significant
NonTargeting_148	1	0.47569	0.47555	0.999995	296	0	-0.00061558	0.52431	0.52441	0.949555	453	0	-0.00061558	0.949555	enriched	-0.00061558	0.52431	not_significant
NonTargeting_484	1	0.47672	0.47678	0.999995	297	0	-0.00067405	0.52328	0.52335	0.949555	452	0	-0.00067405	0.949555	enriched	-0.00067405	0.52328	not_significant
NonTargeting_422	1	0.47776	0.47775	0.999995	298	0	-0.00045001	0.52224	0.5222	0.949555	451	0	-0.00045001	0.949555	enriched	-0.00045001	0.52224	not_significant
NonTargeting_99	1	0.47948	0.4794	0.999995	299	0	4.104e-05	0.52052	0.52035	0.949555	449	0	4.104e-05	0.949555	enriched	4.104e-05	0.52052	not_significant
NonTargeting_490	1	0.48052	0.48044	0.999995	300	0	0.00015732	0.51948	0.51927	0.949555	448	0	0.00015732	0.949555	enriched	0.00015732	0.51948	not_significant
NonTargeting_361	1	0.48086	0.48069	0.999995	301	0	0.00042228	0.51914	0.51888	0.949555	447	0	0.00042228	0.949555	enriched	0.00042228	0.51914	not_significant
NonTargeting_198	1	0.48293	0.48287	0.999995	302	0	0.00091505	0.51707	0.51682	0.949555	446	0	0.00091505	0.949555	enriched	0.00091505	0.51707	not_significant
NonTargeting_17	1	0.48431	0.48422	0.999995	303	0	0.001474	0.51569	0.51544	0.949555	444	0	0.001474	0.949555	enriched	0.001474	0.51569	not_significant
NonTargeting_406	1	0.48466	0.48459	0.999995	304	0	0.0015955	0.51534	0.51506	0.949555	443	0	0.0015955	0.949555	enriched	0.0015955	0.51534	not_significant
NonTargeting_408	1	0.48707	0.48692	0.999995	305	0	0.0019477	0.51293	0.51279	0.949555	442	0	0.0019477	0.949555	enriched	0.0019477	0.51293	not_significant
NonTargeting_493	1	0.48845	0.48835	0.999995	306	0	0.002336	0.51155	0.51149	0.949555	440	0	0.002336	0.949555	enriched	0.002336	0.51155	not_significant
NonTargeting_437	1	0.49224	0.49193	0.999995	307	0	0.0028185	0.50776	0.50773	0.949555	437	0	0.0028185	0.949555	enriched	0.0028185	0.50776	not_significant
NonTargeting_32	1	0.49293	0.49265	0.999995	308	0	0.0032152	0.50707	0.50712	0.949555	436	0	0.0032152	0.949555	enriched	0.0032152	0.50707	not_significant
NonTargeting_95	1	0.49328	0.49294	0.999995	309	0	0.0031661	0.50672	0.50687	0.949555	435	0	0.0031661	0.949555	enriched	0.0031661	0.50672	not_significant
NonTargeting_38	1	0.49672	0.49651	0.999995	310	0	0.0043361	0.50328	0.50332	0.949555	433	0	0.0043361	0.949555	enriched	0.0043361	0.50328	not_significant
NonTargeting_305	1	0.49741	0.49729	0.999995	311	0	0.0041238	0.50259	0.50274	0.949555	432	0	0.0041238	0.949555	enriched	0.0041238	0.50259	not_significant
NonTargeting_52	1	0.49776	0.49755	0.999995	312	0	0.0043818	0.50224	0.50241	0.949555	431	0	0.0043818	0.949555	enriched	0.0043818	0.50224	not_significant
NonTargeting_75	1	0.50328	0.50332	0.999995	313	0	0.0056181	0.49672	0.49651	0.949555	427	0	0.0056181	0.949555	enriched	0.0056181	0.49672	not_significant
NonTargeting_159	1	0.505	0.50494	0.999995	314	0	0.0056008	0.495	0.49464	0.949555	425	0	0.0056008	0.949555	enriched	0.0056008	0.495	not_significant
NonTargeting_226	1	0.50638	0.5065	0.999995	315	0	0.0056998	0.49362	0.49334	0.949555	424	0	0.0056998	0.949555	enriched	0.0056998	0.49362	not_significant
NonTargeting_68	1	0.50741	0.50738	0.999995	316	0	0.0062131	0.49259	0.49228	0.949555	423	0	0.0062131	0.949555	enriched	0.0062131	0.49259	not_significant
NonTargeting_363	1	0.51293	0.51279	0.999995	317	0	0.0080845	0.48707	0.48692	0.949555	420	0	0.0080845	0.949555	enriched	0.0080845	0.48707	not_significant
NonTargeting_79	1	0.51569	0.51544	0.999995	318	0	0.0081377	0.48431	0.48422	0.949555	419	0	0.0081377	0.949555	enriched	0.0081377	0.48431	not_significant
